,page_number,word,organization
20694,96,year,Mecklenburg County
20695,97,adopted,Mecklenburg County
20696,97,budget,Mecklenburg County
20697,97,revenues,Mecklenburg County
20698,97,assessed,Mecklenburg County
20699,97,valuation,Mecklenburg County
20700,97,the,Mecklenburg County
20701,97,countys,Mecklenburg County
20702,97,largest,Mecklenburg County
20703,97,source,Mecklenburg County
20704,97,of,Mecklenburg County
20705,97,operating,Mecklenburg County
20706,97,revenue,Mecklenburg County
20707,97,is,Mecklenburg County
20708,97,the,Mecklenburg County
20709,97,ad,Mecklenburg County
20710,97,valorem,Mecklenburg County
20711,97,property,Mecklenburg County
20712,97,tax,Mecklenburg County
20713,97,real,Mecklenburg County
20714,97,property,Mecklenburg County
20715,97,automobiles,Mecklenburg County
20716,97,boats,Mecklenburg County
20717,97,trailers,Mecklenburg County
20718,97,and,Mecklenburg County
20719,97,incomeproducing,Mecklenburg County
20720,97,personal,Mecklenburg County
20721,97,property,Mecklenburg County
20722,97,are,Mecklenburg County
20723,97,subject,Mecklenburg County
20724,97,to,Mecklenburg County
20725,97,property,Mecklenburg County
20726,97,tax,Mecklenburg County
20727,97,unless,Mecklenburg County
20728,97,specifically,Mecklenburg County
20729,97,exempted,Mecklenburg County
20730,97,by,Mecklenburg County
20731,97,north,Mecklenburg County
20732,97,carolina,Mecklenburg County
20733,97,statutes,Mecklenburg County
20734,97,the,Mecklenburg County
20735,97,assessed,Mecklenburg County
20736,97,value,Mecklenburg County
20737,97,of,Mecklenburg County
20738,97,property,Mecklenburg County
20739,97,is,Mecklenburg County
20740,97,subject,Mecklenburg County
20741,97,to,Mecklenburg County
20742,97,the,Mecklenburg County
20743,97,property,Mecklenburg County
20744,97,tax,Mecklenburg County
20745,97,rate,Mecklenburg County
20746,97,levied,Mecklenburg County
20747,97,by,Mecklenburg County
20748,97,the,Mecklenburg County
20749,97,board,Mecklenburg County
20750,97,of,Mecklenburg County
20751,97,commissioners,Mecklenburg County
20752,97,per,Mecklenburg County
20753,97,in,Mecklenburg County
20754,97,value,Mecklenburg County
20755,97,the,Mecklenburg County
20756,97,estimated,Mecklenburg County
20757,97,assessed,Mecklenburg County
20758,97,valuation,Mecklenburg County
20759,97,for,Mecklenburg County
20760,97,fy,Mecklenburg County
20761,97,is,Mecklenburg County
20762,97,billion,Mecklenburg County
20763,97,a,Mecklenburg County
20764,97,billion,Mecklenburg County
20765,97,percent,Mecklenburg County
20766,97,increase,Mecklenburg County
20767,97,over,Mecklenburg County
20768,97,fy,Mecklenburg County
20769,97,assessed,Mecklenburg County
20770,97,valuation,Mecklenburg County
20771,97,fy,Mecklenburg County
20772,97,fy,Mecklenburg County
20773,97,fy,Mecklenburg County
20774,97,in,Mecklenburg County
20775,97,millions,Mecklenburg County
20776,97,budgeted,Mecklenburg County
20777,97,budgeted,Mecklenburg County
20778,97,projected,Mecklenburg County
20779,97,real,Mecklenburg County
20780,97,property,Mecklenburg County
20781,97,personal,Mecklenburg County
20782,97,property,Mecklenburg County
20783,97,vehicles,Mecklenburg County
20784,97,recommended,Mecklenburg County
20785,97,budget,Mecklenburg County
20786,97,state,Mecklenburg County
20787,97,certifications,Mecklenburg County
20788,97,total,Mecklenburg County
20789,97,percent,Mecklenburg County
20790,97,change,Mecklenburg County
20791,97,net,Mecklenburg County
20792,97,yield,Mecklenburg County
20793,97,of,Mecklenburg County
20794,97,one,Mecklenburg County
20795,97,cent,Mecklenburg County
20796,97,tax,Mecklenburg County
20797,97,rate,Mecklenburg County
20798,97,collection,Mecklenburg County
20799,97,rate,Mecklenburg County
20800,97,collection,Mecklenburg County
20801,97,rate,Mecklenburg County
20802,97,is,Mecklenburg County
20803,97,based,Mecklenburg County
20804,97,on,Mecklenburg County
20805,97,prior,Mecklenburg County
20806,97,year,Mecklenburg County
20807,97,collection,Mecklenburg County
20808,97,rate,Mecklenburg County
20809,97,per,Mecklenburg County
20810,97,statutory,Mecklenburg County
20811,97,requirement,Mecklenburg County
20812,97,fy,Mecklenburg County
20813,97,property,Mecklenburg County
20814,97,tax,Mecklenburg County
20815,97,based,Mecklenburg County
20816,97,on,Mecklenburg County
20817,97,a,Mecklenburg County
20818,97,percent,Mecklenburg County
20819,97,collection,Mecklenburg County
20820,97,rate,Mecklenburg County
20821,97,and,Mecklenburg County
20822,97,an,Mecklenburg County
20823,97,adopted,Mecklenburg County
20824,97,tax,Mecklenburg County
20825,97,rate,Mecklenburg County
20826,97,of,Mecklenburg County
20827,97,cents,Mecklenburg County
20828,97,the,Mecklenburg County
20829,97,mecklenburg,Mecklenburg County
20830,97,county,Mecklenburg County
20831,97,fiscal,Mecklenburg County
20832,97,year,Mecklenburg County
20833,97,property,Mecklenburg County
20834,97,tax,Mecklenburg County
20835,97,is,Mecklenburg County
20836,97,projected,Mecklenburg County
20837,97,to,Mecklenburg County
20838,97,generate,Mecklenburg County
20839,97,approximately,Mecklenburg County
20840,97,billion,Mecklenburg County
20841,97,in,Mecklenburg County
20842,97,revenue,Mecklenburg County
20843,97,including,Mecklenburg County
20844,97,prior,Mecklenburg County
20845,97,year,Mecklenburg County
20846,97,taxes,Mecklenburg County
20847,97,property,Mecklenburg County
20848,97,tax,Mecklenburg County
20849,97,revenue,Mecklenburg County
20850,97,fy,Mecklenburg County
20851,97,fy,Mecklenburg County
20852,97,dollar,Mecklenburg County
20853,97,percent,Mecklenburg County
20854,97,adopted,Mecklenburg County
20855,97,adopted,Mecklenburg County
20856,97,change,Mecklenburg County
20857,97,change,Mecklenburg County
20858,97,net,Mecklenburg County
20859,97,property,Mecklenburg County
20860,97,taxes,Mecklenburg County
20861,97,current,Mecklenburg County
20862,97,net,Mecklenburg County
20863,97,property,Mecklenburg County
20864,97,taxes,Mecklenburg County
20865,97,prior,Mecklenburg County
20866,97,total,Mecklenburg County
20867,97,property,Mecklenburg County
20868,97,tax,Mecklenburg County
20869,97,revenue,Mecklenburg County
20870,97,mecklenburg,Mecklenburg County
20871,97,county,Mecklenburg County
20872,97,fiscal,Mecklenburg County
20873,97,year,Mecklenburg County
20874,98,adopted,Mecklenburg County
20875,98,budget,Mecklenburg County
20876,98,revenue,Mecklenburg County
20877,98,neutral,Mecklenburg County
20878,98,revenue,Mecklenburg County
20879,98,neutral,Mecklenburg County
20880,98,tax,Mecklenburg County
20881,98,rate,Mecklenburg County
20882,98,refers,Mecklenburg County
20883,98,to,Mecklenburg County
20884,98,a,Mecklenburg County
20885,98,calculated,Mecklenburg County
20886,98,rate,Mecklenburg County
20887,98,that,Mecklenburg County
20888,98,would,Mecklenburg County
20889,98,generate,Mecklenburg County
20890,98,the,Mecklenburg County
20891,98,same,Mecklenburg County
20892,98,revenue,Mecklenburg County
20893,98,accounting,Mecklenburg County
20894,98,for,Mecklenburg County
20895,98,growth,Mecklenburg County
20896,98,the,Mecklenburg County
20897,98,rate,Mecklenburg County
20898,98,is,Mecklenburg County
20899,98,presented,Mecklenburg County
20900,98,for,Mecklenburg County
20901,98,comparison,Mecklenburg County
20902,98,purposes,Mecklenburg County
20903,98,the,Mecklenburg County
20904,98,methodology,Mecklenburg County
20905,98,for,Mecklenburg County
20906,98,calculating,Mecklenburg County
20907,98,revenue,Mecklenburg County
20908,98,neutral,Mecklenburg County
20909,98,is,Mecklenburg County
20910,98,defined,Mecklenburg County
20911,98,by,Mecklenburg County
20912,98,the,Mecklenburg County
20913,98,north,Mecklenburg County
20914,98,carolina,Mecklenburg County
20915,98,general,Mecklenburg County
20916,98,statutes,Mecklenburg County
20917,98,as,Mecklenburg County
20918,98,follows,Mecklenburg County
20919,98,to,Mecklenburg County
20920,98,calculate,Mecklenburg County
20921,98,the,Mecklenburg County
20922,98,revenueneutral,Mecklenburg County
20923,98,tax,Mecklenburg County
20924,98,rate,Mecklenburg County
20925,98,the,Mecklenburg County
20926,98,budget,Mecklenburg County
20927,98,officer,Mecklenburg County
20928,98,shall,Mecklenburg County
20929,98,first,Mecklenburg County
20930,98,determine,Mecklenburg County
20931,98,a,Mecklenburg County
20932,98,rate,Mecklenburg County
20933,98,that,Mecklenburg County
20934,98,would,Mecklenburg County
20935,98,produce,Mecklenburg County
20936,98,revenues,Mecklenburg County
20937,98,equal,Mecklenburg County
20938,98,to,Mecklenburg County
20939,98,those,Mecklenburg County
20940,98,produced,Mecklenburg County
20941,98,for,Mecklenburg County
20942,98,the,Mecklenburg County
20943,98,current,Mecklenburg County
20944,98,fiscal,Mecklenburg County
20945,98,year,Mecklenburg County
20946,98,and,Mecklenburg County
20947,98,then,Mecklenburg County
20948,98,increase,Mecklenburg County
20949,98,the,Mecklenburg County
20950,98,rate,Mecklenburg County
20951,98,by,Mecklenburg County
20952,98,a,Mecklenburg County
20953,98,growth,Mecklenburg County
20954,98,factor,Mecklenburg County
20955,98,equal,Mecklenburg County
20956,98,to,Mecklenburg County
20957,98,the,Mecklenburg County
20958,98,average,Mecklenburg County
20959,98,annual,Mecklenburg County
20960,98,percentage,Mecklenburg County
20961,98,increase,Mecklenburg County
20962,98,in,Mecklenburg County
20963,98,the,Mecklenburg County
20964,98,tax,Mecklenburg County
20965,98,base,Mecklenburg County
20966,98,due,Mecklenburg County
20967,98,to,Mecklenburg County
20968,98,improvements,Mecklenburg County
20969,98,since,Mecklenburg County
20970,98,the,Mecklenburg County
20971,98,last,Mecklenburg County
20972,98,general,Mecklenburg County
20973,98,reappraisal,Mecklenburg County
20974,98,this,Mecklenburg County
20975,98,growth,Mecklenburg County
20976,98,factor,Mecklenburg County
20977,98,represents,Mecklenburg County
20978,98,the,Mecklenburg County
20979,98,expected,Mecklenburg County
20980,98,percentage,Mecklenburg County
20981,98,increase,Mecklenburg County
20982,98,in,Mecklenburg County
20983,98,the,Mecklenburg County
20984,98,value,Mecklenburg County
20985,98,of,Mecklenburg County
20986,98,the,Mecklenburg County
20987,98,tax,Mecklenburg County
20988,98,base,Mecklenburg County
20989,98,due,Mecklenburg County
20990,98,to,Mecklenburg County
20991,98,improvements,Mecklenburg County
20992,98,during,Mecklenburg County
20993,98,the,Mecklenburg County
20994,98,next,Mecklenburg County
20995,98,fiscal,Mecklenburg County
20996,98,year,Mecklenburg County
20997,98,the,Mecklenburg County
20998,98,budget,Mecklenburg County
20999,98,officer,Mecklenburg County
21000,98,shall,Mecklenburg County
21001,98,further,Mecklenburg County
21002,98,adjust,Mecklenburg County
21003,98,the,Mecklenburg County
21004,98,rate,Mecklenburg County
21005,98,to,Mecklenburg County
21006,98,account,Mecklenburg County
21007,98,for,Mecklenburg County
21008,98,any,Mecklenburg County
21009,98,annexation,Mecklenburg County
21010,98,deannexation,Mecklenburg County
21011,98,merger,Mecklenburg County
21012,98,or,Mecklenburg County
21013,98,similar,Mecklenburg County
21014,98,event,Mecklenburg County
21015,98,ncgs,Mecklenburg County
21016,98,e,Mecklenburg County
21017,98,the,Mecklenburg County
21018,98,table,Mecklenburg County
21019,98,below,Mecklenburg County
21020,98,shows,Mecklenburg County
21021,98,the,Mecklenburg County
21022,98,revenue,Mecklenburg County
21023,98,neutral,Mecklenburg County
21024,98,calculation,Mecklenburg County
21025,98,for,Mecklenburg County
21026,98,the,Mecklenburg County
21027,98,county,Mecklenburg County
21028,98,calculation,Mecklenburg County
21029,98,step,Mecklenburg County
21030,98,result,Mecklenburg County
21031,98,fy,Mecklenburg County
21032,98,tax,Mecklenburg County
21033,98,rate,Mecklenburg County
21034,98,recommended,Mecklenburg County
21035,98,budget,Mecklenburg County
21036,98,fy,Mecklenburg County
21037,98,projected,Mecklenburg County
21038,98,revenue,Mecklenburg County
21039,98,at,Mecklenburg County
21040,98,a,Mecklenburg County
21041,98,tax,Mecklenburg County
21042,98,rate,Mecklenburg County
21043,98,of,Mecklenburg County
21044,98,fy,Mecklenburg County
21045,98,assessed,Mecklenburg County
21046,98,property,Mecklenburg County
21047,98,value,Mecklenburg County
21048,98,tax,Mecklenburg County
21049,98,rate,Mecklenburg County
21050,98,that,Mecklenburg County
21051,98,would,Mecklenburg County
21052,98,produce,Mecklenburg County
21053,98,revenue,Mecklenburg County
21054,98,equal,Mecklenburg County
21055,98,to,Mecklenburg County
21056,98,fy,Mecklenburg County
21057,98,average,Mecklenburg County
21058,98,annual,Mecklenburg County
21059,98,percentage,Mecklenburg County
21060,98,increase,Mecklenburg County
21061,98,in,Mecklenburg County
21062,98,the,Mecklenburg County
21063,98,tax,Mecklenburg County
21064,98,base,Mecklenburg County
21065,98,due,Mecklenburg County
21066,98,to,Mecklenburg County
21067,98,improvements,Mecklenburg County
21068,98,since,Mecklenburg County
21069,98,the,Mecklenburg County
21070,98,last,Mecklenburg County
21071,98,revaluation,Mecklenburg County
21072,98,fy,Mecklenburg County
21073,98,revenue,Mecklenburg County
21074,98,neutral,Mecklenburg County
21075,98,tax,Mecklenburg County
21076,98,rate,Mecklenburg County
21077,98,sales,Mecklenburg County
21078,98,tax,Mecklenburg County
21079,98,sales,Mecklenburg County
21080,98,tax,Mecklenburg County
21081,98,revenue,Mecklenburg County
21082,98,for,Mecklenburg County
21083,98,the,Mecklenburg County
21084,98,county,Mecklenburg County
21085,98,is,Mecklenburg County
21086,98,projected,Mecklenburg County
21087,98,to,Mecklenburg County
21088,98,be,Mecklenburg County
21089,98,million,Mecklenburg County
21090,98,for,Mecklenburg County
21091,98,fy,Mecklenburg County
21092,98,this,Mecklenburg County
21093,98,is,Mecklenburg County
21094,98,a,Mecklenburg County
21095,98,million,Mecklenburg County
21096,98,or,Mecklenburg County
21097,98,percent,Mecklenburg County
21098,98,increase,Mecklenburg County
21099,98,over,Mecklenburg County
21100,98,the,Mecklenburg County
21101,98,fy,Mecklenburg County
21102,98,budget,Mecklenburg County
21103,98,million,Mecklenburg County
21104,98,is,Mecklenburg County
21105,98,dedicated,Mecklenburg County
21106,98,to,Mecklenburg County
21107,98,pay,Mecklenburg County
21108,98,cms,Mecklenburg County
21109,98,debt,Mecklenburg County
21110,98,service,Mecklenburg County
21111,98,with,Mecklenburg County
21112,98,million,Mecklenburg County
21113,98,dedicated,Mecklenburg County
21114,98,to,Mecklenburg County
21115,98,transit,Mecklenburg County
21116,98,in,Mecklenburg County
21117,98,mecklenburg,Mecklenburg County
21118,98,county,Mecklenburg County
21119,98,fiscal,Mecklenburg County
21120,98,year,Mecklenburg County
21121,98,accordance,Mecklenburg County
21122,98,with,Mecklenburg County
21123,98,the,Mecklenburg County
21124,98,transit,Mecklenburg County
21125,98,governance,Mecklenburg County
21126,98,interlocal,Mecklenburg County
21127,98,agreement,Mecklenburg County
21128,98,the,Mecklenburg County
21129,98,net,Mecklenburg County
21130,98,proceeds,Mecklenburg County
21131,98,from,Mecklenburg County
21132,98,the,Mecklenburg County
21133,98,countys,Mecklenburg County
21134,98,portion,Mecklenburg County
21135,98,of,Mecklenburg County
21136,98,the,Mecklenburg County
21137,98,tax,Mecklenburg County
21138,98,will,Mecklenburg County
21139,98,be,Mecklenburg County
21140,98,disbursed,Mecklenburg County
21141,98,to,Mecklenburg County
21142,98,the,Mecklenburg County
21143,98,city,Mecklenburg County
21144,98,of,Mecklenburg County
21145,98,charlotte,Mecklenburg County
21146,98,to,Mecklenburg County
21147,98,fund,Mecklenburg County
21148,98,the,Mecklenburg County
21149,98,operation,Mecklenburg County
21150,98,of,Mecklenburg County
21151,98,the,Mecklenburg County
21152,98,charlotte,Mecklenburg County
21153,98,area,Mecklenburg County
21154,98,transit,Mecklenburg County
21155,98,system,Mecklenburg County
21156,98,cats,Mecklenburg County
21157,98,as,Mecklenburg County
21158,98,defined,Mecklenburg County
21159,98,in,Mecklenburg County
21160,98,ncgs,Mecklenburg County
21161,98,the,Mecklenburg County
21162,98,remaining,Mecklenburg County
21163,98,sales,Mecklenburg County
21164,98,tax,Mecklenburg County
21165,98,revenue,Mecklenburg County
21166,98,is,Mecklenburg County
21167,98,dedicated,Mecklenburg County
21168,98,to,Mecklenburg County
21169,98,funding,Mecklenburg County
21170,98,county,Mecklenburg County
21171,98,services,Mecklenburg County
21172,98,sales,Mecklenburg County
21173,98,tax,Mecklenburg County
21174,98,revenue,Mecklenburg County
21175,98,will,Mecklenburg County
21176,98,be,Mecklenburg County
21177,98,allocated,Mecklenburg County
21178,98,as,Mecklenburg County
21179,98,follows,Mecklenburg County
21180,98,sales,Mecklenburg County
21181,98,tax,Mecklenburg County
21182,98,revenue,Mecklenburg County
21183,98,one,Mecklenburg County
21184,98,cent,Mecklenburg County
21185,98,cent,Mecklenburg County
21186,98,cent,Mecklenburg County
21187,98,total,Mecklenburg County
21188,98,transit,Mecklenburg County
21189,98,cms,Mecklenburg County
21190,98,debt,Mecklenburg County
21191,98,service,Mecklenburg County
21192,98,unclassified,Mecklenburg County
21193,98,total,Mecklenburg County
21194,98,mecklenburg,Mecklenburg County
21195,98,county,Mecklenburg County
21196,98,fiscal,Mecklenburg County
21197,98,year,Mecklenburg County
21198,99,adopted,Mecklenburg County
21199,99,budget,Mecklenburg County
21200,99,north,Mecklenburg County
21201,99,carolina,Mecklenburg County
21202,99,education,Mecklenburg County
21203,99,lottery,Mecklenburg County
21204,99,north,Mecklenburg County
21205,99,carolina,Mecklenburg County
21206,99,law,Mecklenburg County
21207,99,requires,Mecklenburg County
21208,99,that,Mecklenburg County
21209,99,percent,Mecklenburg County
21210,99,of,Mecklenburg County
21211,99,total,Mecklenburg County
21212,99,revenue,Mecklenburg County
21213,99,of,Mecklenburg County
21214,99,the,Mecklenburg County
21215,99,north,Mecklenburg County
21216,99,carolina,Mecklenburg County
21217,99,education,Mecklenburg County
21218,99,lottery,Mecklenburg County
21219,99,will,Mecklenburg County
21220,99,go,Mecklenburg County
21221,99,to,Mecklenburg County
21222,99,education,Mecklenburg County
21223,99,programs,Mecklenburg County
21224,99,five,Mecklenburg County
21225,99,percent,Mecklenburg County
21226,99,of,Mecklenburg County
21227,99,the,Mecklenburg County
21228,99,revenue,Mecklenburg County
21229,99,designated,Mecklenburg County
21230,99,to,Mecklenburg County
21231,99,education,Mecklenburg County
21232,99,programs,Mecklenburg County
21233,99,is,Mecklenburg County
21234,99,transferred,Mecklenburg County
21235,99,to,Mecklenburg County
21236,99,the,Mecklenburg County
21237,99,education,Mecklenburg County
21238,99,lottery,Mecklenburg County
21239,99,reserve,Mecklenburg County
21240,99,fund,Mecklenburg County
21241,99,to,Mecklenburg County
21242,99,be,Mecklenburg County
21243,99,used,Mecklenburg County
21244,99,when,Mecklenburg County
21245,99,lottery,Mecklenburg County
21246,99,proceeds,Mecklenburg County
21247,99,fall,Mecklenburg County
21248,99,short,Mecklenburg County
21249,99,of,Mecklenburg County
21250,99,targets,Mecklenburg County
21251,99,the,Mecklenburg County
21252,99,reserve,Mecklenburg County
21253,99,fund,Mecklenburg County
21254,99,may,Mecklenburg County
21255,99,not,Mecklenburg County
21256,99,exceed,Mecklenburg County
21257,99,million,Mecklenburg County
21258,99,for,Mecklenburg County
21259,99,fy,Mecklenburg County
21260,99,mecklenburg,Mecklenburg County
21261,99,county,Mecklenburg County
21262,99,expects,Mecklenburg County
21263,99,to,Mecklenburg County
21264,99,receive,Mecklenburg County
21265,99,million,Mecklenburg County
21266,99,from,Mecklenburg County
21267,99,the,Mecklenburg County
21268,99,north,Mecklenburg County
21269,99,carolina,Mecklenburg County
21270,99,education,Mecklenburg County
21271,99,lottery,Mecklenburg County
21272,99,fund,Mecklenburg County
21273,99,actual,Mecklenburg County
21274,99,funding,Mecklenburg County
21275,99,for,Mecklenburg County
21276,99,mecklenburg,Mecklenburg County
21277,99,county,Mecklenburg County
21278,99,will,Mecklenburg County
21279,99,depend,Mecklenburg County
21280,99,on,Mecklenburg County
21281,99,the,Mecklenburg County
21282,99,lottery,Mecklenburg County
21283,99,revenues,Mecklenburg County
21284,99,collected,Mecklenburg County
21285,99,over,Mecklenburg County
21286,99,the,Mecklenburg County
21287,99,course,Mecklenburg County
21288,99,of,Mecklenburg County
21289,99,the,Mecklenburg County
21290,99,fiscal,Mecklenburg County
21291,99,year,Mecklenburg County
21292,99,distribution,Mecklenburg County
21293,99,of,Mecklenburg County
21294,99,proceeds,Mecklenburg County
21295,99,the,Mecklenburg County
21296,99,net,Mecklenburg County
21297,99,proceeds,Mecklenburg County
21298,99,of,Mecklenburg County
21299,99,the,Mecklenburg County
21300,99,lottery,Mecklenburg County
21301,99,are,Mecklenburg County
21302,99,allocated,Mecklenburg County
21303,99,as,Mecklenburg County
21304,99,follows,Mecklenburg County
21305,99,percent,Mecklenburg County
21306,99,of,Mecklenburg County
21307,99,the,Mecklenburg County
21308,99,total,Mecklenburg County
21309,99,remainder,Mecklenburg County
21310,99,shall,Mecklenburg County
21311,99,be,Mecklenburg County
21312,99,used,Mecklenburg County
21313,99,for,Mecklenburg County
21314,99,reduction,Mecklenburg County
21315,99,of,Mecklenburg County
21316,99,class,Mecklenburg County
21317,99,size,Mecklenburg County
21318,99,in,Mecklenburg County
21319,99,early,Mecklenburg County
21320,99,grades,Mecklenburg County
21321,99,and,Mecklenburg County
21322,99,for,Mecklenburg County
21323,99,prekindergarten,Mecklenburg County
21324,99,programs,Mecklenburg County
21325,99,for,Mecklenburg County
21326,99,atrisk,Mecklenburg County
21327,99,fouryearolds,Mecklenburg County
21328,99,who,Mecklenburg County
21329,99,recommended,Mecklenburg County
21330,99,budget,Mecklenburg County
21331,99,would,Mecklenburg County
21332,99,not,Mecklenburg County
21333,99,otherwise,Mecklenburg County
21334,99,be,Mecklenburg County
21335,99,served,Mecklenburg County
21336,99,in,Mecklenburg County
21337,99,highquality,Mecklenburg County
21338,99,settings,Mecklenburg County
21339,99,percent,Mecklenburg County
21340,99,shall,Mecklenburg County
21341,99,be,Mecklenburg County
21342,99,used,Mecklenburg County
21343,99,for,Mecklenburg County
21344,99,school,Mecklenburg County
21345,99,construction,Mecklenburg County
21346,99,sixtyfive,Mecklenburg County
21347,99,percent,Mecklenburg County
21348,99,of,Mecklenburg County
21349,99,this,Mecklenburg County
21350,99,total,Mecklenburg County
21351,99,shall,Mecklenburg County
21352,99,be,Mecklenburg County
21353,99,distributed,Mecklenburg County
21354,99,to,Mecklenburg County
21355,99,each,Mecklenburg County
21356,99,county,Mecklenburg County
21357,99,based,Mecklenburg County
21358,99,on,Mecklenburg County
21359,99,total,Mecklenburg County
21360,99,school,Mecklenburg County
21361,99,enrollment,Mecklenburg County
21362,99,average,Mecklenburg County
21363,99,daily,Mecklenburg County
21364,99,membership,Mecklenburg County
21365,99,the,Mecklenburg County
21366,99,remaining,Mecklenburg County
21367,99,percent,Mecklenburg County
21368,99,shall,Mecklenburg County
21369,99,be,Mecklenburg County
21370,99,distributed,Mecklenburg County
21371,99,based,Mecklenburg County
21372,99,on,Mecklenburg County
21373,99,total,Mecklenburg County
21374,99,school,Mecklenburg County
21375,99,enrollment,Mecklenburg County
21376,99,to,Mecklenburg County
21377,99,those,Mecklenburg County
21378,99,counties,Mecklenburg County
21379,99,with,Mecklenburg County
21380,99,effective,Mecklenburg County
21381,99,property,Mecklenburg County
21382,99,tax,Mecklenburg County
21383,99,rates,Mecklenburg County
21384,99,above,Mecklenburg County
21385,99,the,Mecklenburg County
21386,99,state,Mecklenburg County
21387,99,average,Mecklenburg County
21388,99,percent,Mecklenburg County
21389,99,shall,Mecklenburg County
21390,99,be,Mecklenburg County
21391,99,used,Mecklenburg County
21392,99,for,Mecklenburg County
21393,99,college,Mecklenburg County
21394,99,scholarships,Mecklenburg County
21395,99,for,Mecklenburg County
21396,99,students,Mecklenburg County
21397,99,who,Mecklenburg County
21398,99,qualify,Mecklenburg County
21399,99,for,Mecklenburg County
21400,99,the,Mecklenburg County
21401,99,federal,Mecklenburg County
21402,99,pell,Mecklenburg County
21403,99,grant,Mecklenburg County
21404,99,these,Mecklenburg County
21405,99,scholarships,Mecklenburg County
21406,99,can,Mecklenburg County
21407,99,be,Mecklenburg County
21408,99,used,Mecklenburg County
21409,99,at,Mecklenburg County
21410,99,north,Mecklenburg County
21411,99,carolina,Mecklenburg County
21412,99,public,Mecklenburg County
21413,99,and,Mecklenburg County
21414,99,private,Mecklenburg County
21415,99,universities,Mecklenburg County
21416,99,and,Mecklenburg County
21417,99,community,Mecklenburg County
21418,99,colleges,Mecklenburg County
21419,99,distribution,Mecklenburg County
21420,99,of,Mecklenburg County
21421,99,lottery,Mecklenburg County
21422,99,proceeds,Mecklenburg County
21423,99,education,Mecklenburg County
21424,99,program,Mecklenburg County
21425,99,percent,Mecklenburg County
21426,99,mecklenburg,Mecklenburg County
21427,99,county,Mecklenburg County
21428,99,prek,Mecklenburg County
21429,99,and,Mecklenburg County
21430,99,classsize,Mecklenburg County
21431,99,reduction,Mecklenburg County
21432,99,programs,Mecklenburg County
21433,99,school,Mecklenburg County
21434,99,construction,Mecklenburg County
21435,99,fiscal,Mecklenburg County
21436,99,year,Mecklenburg County
21437,99,college,Mecklenburg County
21438,99,scholarships,Mecklenburg County
21439,99,total,Mecklenburg County
21440,99,note,Mecklenburg County
21441,99,first,Mecklenburg County
21442,99,is,Mecklenburg County
21443,99,set,Mecklenburg County
21444,99,aside,Mecklenburg County
21445,99,for,Mecklenburg County
21446,99,the,Mecklenburg County
21447,99,lottery,Mecklenburg County
21448,99,reserve,Mecklenburg County
21449,99,the,Mecklenburg County
21450,99,remainder,Mecklenburg County
21451,99,is,Mecklenburg County
21452,99,then,Mecklenburg County
21453,99,apportioned,Mecklenburg County
21454,99,based,Mecklenburg County
21455,99,on,Mecklenburg County
21456,99,the,Mecklenburg County
21457,99,percentages,Mecklenburg County
21458,99,outlined,Mecklenburg County
21459,99,above,Mecklenburg County
21460,99,mecklenburg,Mecklenburg County
21461,99,county,Mecklenburg County
21462,99,fiscal,Mecklenburg County
21463,99,year,Mecklenburg County
21464,100,adopted,Mecklenburg County
21465,100,budget,Mecklenburg County
21466,100,interest,Mecklenburg County
21467,100,earned,Mecklenburg County
21468,100,on,Mecklenburg County
21469,100,investments,Mecklenburg County
21470,100,the,Mecklenburg County
21471,100,countys,Mecklenburg County
21472,100,system,Mecklenburg County
21473,100,of,Mecklenburg County
21474,100,cash,Mecklenburg County
21475,100,management,Mecklenburg County
21476,100,forecasting,Mecklenburg County
21477,100,and,Mecklenburg County
21478,100,close,Mecklenburg County
21479,100,monitoring,Mecklenburg County
21480,100,of,Mecklenburg County
21481,100,progressive,Mecklenburg County
21482,100,investment,Mecklenburg County
21483,100,strategies,Mecklenburg County
21484,100,results,Mecklenburg County
21485,100,in,Mecklenburg County
21486,100,maximized,Mecklenburg County
21487,100,investment,Mecklenburg County
21488,100,yields,Mecklenburg County
21489,100,north,Mecklenburg County
21490,100,carolina,Mecklenburg County
21491,100,general,Mecklenburg County
21492,100,statutes,Mecklenburg County
21493,100,restrict,Mecklenburg County
21494,100,the,Mecklenburg County
21495,100,countys,Mecklenburg County
21496,100,investment,Mecklenburg County
21497,100,portfolio,Mecklenburg County
21498,100,to,Mecklenburg County
21499,100,highlyrated,Mecklenburg County
21500,100,obligations,Mecklenburg County
21501,100,of,Mecklenburg County
21502,100,the,Mecklenburg County
21503,100,united,Mecklenburg County
21504,100,states,Mecklenburg County
21505,100,government,Mecklenburg County
21506,100,and,Mecklenburg County
21507,100,certain,Mecklenburg County
21508,100,financial,Mecklenburg County
21509,100,institutions,Mecklenburg County
21510,100,the,Mecklenburg County
21511,100,projected,Mecklenburg County
21512,100,investment,Mecklenburg County
21513,100,income,Mecklenburg County
21514,100,is,Mecklenburg County
21515,100,million,Mecklenburg County
21516,100,for,Mecklenburg County
21517,100,fy,Mecklenburg County
21518,100,a,Mecklenburg County
21519,100,million,Mecklenburg County
21520,100,increase,Mecklenburg County
21521,100,over,Mecklenburg County
21522,100,the,Mecklenburg County
21523,100,fy,Mecklenburg County
21524,100,adopted,Mecklenburg County
