,page_number,word,organization
10982,45,of,Wake County
10983,45,the,Wake County
10984,45,local,Wake County
10985,45,halfcent,Wake County
10986,45,sales,Wake County
10987,45,and,Wake County
10988,45,use,Wake County
10989,45,tax,Wake County
10990,45,authorized,Wake County
10991,45,october,Wake County
10992,45,under,Wake County
10993,45,the,Wake County
10994,45,authority,Wake County
10995,45,of,Wake County
10996,45,article,Wake County
10997,45,of,Wake County
10998,45,the,Wake County
10999,45,north,Wake County
11000,45,carolina,Wake County
11001,45,general,Wake County
11002,45,statutes,Wake County
11003,45,are,Wake County
11004,45,hereby,Wake County
11005,45,declared,Wake County
11006,45,to,Wake County
11007,45,be,Wake County
11008,45,included,Wake County
11009,45,in,Wake County
11010,45,the,Wake County
11011,45,appropriation,Wake County
11012,45,for,Wake County
11013,45,school,Wake County
11014,45,capital,Wake County
11015,45,outlay,Wake County
11016,45,capital,Wake County
11017,45,projects,Wake County
11018,45,andor,Wake County
11019,45,school,Wake County
11020,45,debt,Wake County
11021,45,service,Wake County
11022,45,section,Wake County
11023,45,general,Wake County
11024,45,fund,Wake County
11025,45,expenditures,Wake County
11026,45,the,Wake County
11027,45,following,Wake County
11028,45,is,Wake County
11029,45,hereby,Wake County
11030,45,appropriated,Wake County
11031,45,in,Wake County
11032,45,the,Wake County
11033,45,general,Wake County
11034,45,fund,Wake County
11035,45,for,Wake County
11036,45,the,Wake County
11037,45,operation,Wake County
11038,45,of,Wake County
11039,45,the,Wake County
11040,45,county,Wake County
11041,45,government,Wake County
11042,45,and,Wake County
11043,45,its,Wake County
11044,45,activities,Wake County
11045,45,for,Wake County
11046,45,the,Wake County
11047,45,fiscal,Wake County
11048,45,year,Wake County
11049,45,beginning,Wake County
11050,45,july,Wake County
11051,45,and,Wake County
11052,45,ending,Wake County
11053,45,june,Wake County
11054,45,general,Wake County
11055,45,government,Wake County
11056,45,board,Wake County
11057,45,of,Wake County
11058,45,commissioners,Wake County
11059,45,county,Wake County
11060,45,manager,Wake County
11061,45,county,Wake County
11062,45,attorney,Wake County
11063,45,communications,Wake County
11064,45,office,Wake County
11065,45,board,Wake County
11066,45,of,Wake County
11067,45,elections,Wake County
11068,45,budget,Wake County
11069,45,and,Wake County
11070,45,management,Wake County
11071,45,services,Wake County
11072,45,facilities,Wake County
11073,45,design,Wake County
11074,45,and,Wake County
11075,45,construction,Wake County
11076,45,finance,Wake County
11077,45,human,Wake County
11078,45,resources,Wake County
11079,45,information,Wake County
11080,45,services,Wake County
11081,45,register,Wake County
11082,45,of,Wake County
11083,45,deeds,Wake County
11084,45,tax,Wake County
11085,45,administration,Wake County
11086,45,community,Wake County
11087,45,services,Wake County
11088,45,environmental,Wake County
11089,45,services,Wake County
11090,45,general,Wake County
11091,45,services,Wake County
11092,45,human,Wake County
11093,45,services,Wake County
11094,45,housing,Wake County
11095,45,behavioral,Wake County
11096,45,health,Wake County
11097,45,emergency,Wake County
11098,45,medical,Wake County
11099,45,services,Wake County
11100,45,fire,Wake County
11101,45,services,Wake County
11102,45,fiscal,Wake County
11103,45,year,Wake County
11104,45,adopted,Wake County
11105,45,budget,Wake County
11106,45,ordinances,Wake County
11107,46,ordinances,Wake County
11108,46,emergency,Wake County
11109,46,communications,Wake County
11110,46,citycounty,Wake County
11111,46,bureau,Wake County
11112,46,of,Wake County
11113,46,identification,Wake County
11114,46,sheriff,Wake County
11115,46,quasigovernmental,Wake County
11116,46,nondepartmental,Wake County
11117,46,health,Wake County
11118,46,and,Wake County
11119,46,dental,Wake County
11120,46,benefits,Wake County
11121,46,risk,Wake County
11122,46,management,Wake County
11123,46,cost,Wake County
11124,46,of,Wake County
11125,46,claims,Wake County
11126,46,public,Wake County
11127,46,agencies,Wake County
11128,46,memberships,Wake County
11129,46,nondepartmental,Wake County
11130,46,services,Wake County
11131,46,economic,Wake County
11132,46,development,Wake County
11133,46,jail,Wake County
11134,46,alternative,Wake County
11135,46,programs,Wake County
11136,46,salary,Wake County
11137,46,and,Wake County
11138,46,benefit,Wake County
11139,46,reserve,Wake County
11140,46,subtotal,Wake County
11141,46,nondepartmental,Wake County
11142,46,education,Wake County
11143,46,wake,Wake County
11144,46,county,Wake County
11145,46,public,Wake County
11146,46,schools,Wake County
11147,46,section,Wake County
11148,46,ac,Wake County
11149,46,wake,Wake County
11150,46,technical,Wake County
11151,46,community,Wake County
11152,46,college,Wake County
11153,46,transfers,Wake County
11154,46,transfer,Wake County
11155,46,to,Wake County
11156,46,county,Wake County
11157,46,capital,Wake County
11158,46,projects,Wake County
11159,46,fund,Wake County
11160,46,transfer,Wake County
11161,46,to,Wake County
11162,46,wake,Wake County
11163,46,tech,Wake County
11164,46,capital,Wake County
11165,46,fund,Wake County
11166,46,transfer,Wake County
11167,46,to,Wake County
11168,46,wcpss,Wake County
11169,46,capital,Wake County
11170,46,fund,Wake County
11171,46,transfer,Wake County
11172,46,to,Wake County
11173,46,debt,Wake County
11174,46,service,Wake County
11175,46,fund,Wake County
11176,46,ad,Wake County
11177,46,valorem,Wake County
11178,46,transfer,Wake County
11179,46,to,Wake County
11180,46,debt,Wake County
11181,46,service,Wake County
11182,46,fund,Wake County
11183,46,sales,Wake County
11184,46,tax,Wake County
11185,46,subtotal,Wake County
11186,46,transfers,Wake County
11187,46,total,Wake County
11188,46,general,Wake County
11189,46,fund,Wake County
11190,46,expenditures,Wake County
11191,46,section,Wake County
11192,46,wcpss,Wake County
11193,46,appropriation,Wake County
11194,46,a,Wake County
11195,46,purpose,Wake County
11196,46,and,Wake County
11197,46,function,Wake County
11198,46,the,Wake County
11199,46,appropriation,Wake County
11200,46,to,Wake County
11201,46,the,Wake County
11202,46,wake,Wake County
11203,46,county,Wake County
11204,46,public,Wake County
11205,46,schools,Wake County
11206,46,system,Wake County
11207,46,wcpss,Wake County
11208,46,is,Wake County
11209,46,hereby,Wake County
11210,46,allocated,Wake County
11211,46,by,Wake County
11212,46,purpose,Wake County
11213,46,and,Wake County
11214,46,function,Wake County
11215,46,as,Wake County
11216,46,defined,Wake County
11217,46,by,Wake County
11218,46,ncgs,Wake County
11219,46,c,Wake County
11220,46,and,Wake County
11221,46,as,Wake County
11222,46,authorized,Wake County
11223,46,by,Wake County
11224,46,ncgs,Wake County
11225,46,cb,Wake County
11226,46,wcpss,Wake County
11227,46,purpose,Wake County
11228,46,and,Wake County
11229,46,function,Wake County
11230,46,fy,Wake County
11231,46,appropriation,Wake County
11232,46,instructional,Wake County
11233,46,services,Wake County
11234,46,regular,Wake County
11235,46,instructional,Wake County
11236,46,services,Wake County
11237,46,special,Wake County
11238,46,populations,Wake County
11239,46,services,Wake County
11240,46,alternative,Wake County
11241,46,programs,Wake County
11242,46,and,Wake County
11243,46,services,Wake County
11244,46,ordinances,Wake County
11245,46,fiscal,Wake County
11246,46,year,Wake County
11247,46,adopted,Wake County
11248,46,budget,Wake County
11249,47,ordinances,Wake County
11250,47,school,Wake County
11251,47,leadership,Wake County
11252,47,services,Wake County
11253,47,cocurricular,Wake County
11254,47,services,Wake County
11255,47,schoolbased,Wake County
11256,47,support,Wake County
11257,47,services,Wake County
11258,47,systemwide,Wake County
11259,47,support,Wake County
11260,47,services,Wake County
11261,47,support,Wake County
11262,47,and,Wake County
11263,47,developmental,Wake County
11264,47,services,Wake County
11265,47,special,Wake County
11266,47,populations,Wake County
11267,47,support,Wake County
11268,47,and,Wake County
11269,47,development,Wake County
11270,47,services,Wake County
11271,47,alternative,Wake County
11272,47,programs,Wake County
11273,47,and,Wake County
11274,47,services,Wake County
11275,47,support,Wake County
11276,47,and,Wake County
11277,47,development,Wake County
11278,47,services,Wake County
11279,47,technology,Wake County
11280,47,support,Wake County
11281,47,services,Wake County
11282,47,operational,Wake County
11283,47,support,Wake County
11284,47,services,Wake County
11285,47,wcpss,Wake County
11286,47,fund,Wake County
11287,47,operational,Wake County
11288,47,support,Wake County
11289,47,services,Wake County
11290,47,wcpss,Wake County
11291,47,fund,Wake County
11292,47,operational,Wake County
11293,47,support,Wake County
11294,47,services,Wake County
11295,47,wcpss,Wake County
11296,47,fund,Wake County
11297,47,financial,Wake County
11298,47,and,Wake County
11299,47,human,Wake County
11300,47,resource,Wake County
11301,47,services,Wake County
11302,47,accountability,Wake County
11303,47,services,Wake County
11304,47,systemwide,Wake County
11305,47,pupil,Wake County
11306,47,support,Wake County
11307,47,services,Wake County
11308,47,policy,Wake County
11309,47,leadership,Wake County
11310,47,and,Wake County
11311,47,public,Wake County
11312,47,relations,Wake County
11313,47,services,Wake County
11314,47,nonprogrammed,Wake County
11315,47,charges,Wake County
11316,47,payments,Wake County
11317,47,to,Wake County
11318,47,other,Wake County
11319,47,governmental,Wake County
11320,47,units,Wake County
11321,47,total,Wake County
11322,47,wake,Wake County
11323,47,county,Wake County
11324,47,public,Wake County
11325,47,schools,Wake County
11326,47,expenditures,Wake County
11327,47,section,Wake County
11328,47,b,Wake County
11329,47,wcpss,Wake County
11330,47,amendment,Wake County
11331,47,notification,Wake County
11332,47,the,Wake County
11333,47,wake,Wake County
11334,47,county,Wake County
11335,47,board,Wake County
11336,47,of,Wake County
11337,47,education,Wake County
11338,47,will,Wake County
11339,47,notify,Wake County
11340,47,the,Wake County
11341,47,board,Wake County
11342,47,of,Wake County
11343,47,commissioners,Wake County
11344,47,of,Wake County
11345,47,amendments,Wake County
11346,47,to,Wake County
11347,47,the,Wake County
11348,47,wcpss,Wake County
11349,47,budget,Wake County
11350,47,for,Wake County
11351,47,amendments,Wake County
11352,47,which,Wake County
11353,47,would,Wake County
11354,47,increase,Wake County
11355,47,or,Wake County
11356,47,decrease,Wake County
11357,47,the,Wake County
11358,47,amount,Wake County
11359,47,of,Wake County
11360,47,the,Wake County
11361,47,county,Wake County
11362,47,appropriation,Wake County
11363,47,allocated,Wake County
11364,47,to,Wake County
11365,47,a,Wake County
11366,47,purpose,Wake County
11367,47,and,Wake County
11368,47,function,Wake County
11369,47,by,Wake County
11370,47,more,Wake County
11371,47,than,Wake County
11372,47,fifteen,Wake County
11373,47,percent,Wake County
11374,47,of,Wake County
11375,47,the,Wake County
11376,47,adopted,Wake County
11377,47,appropriation,Wake County
11378,47,the,Wake County
11379,47,wcpss,Wake County
11380,47,will,Wake County
11381,47,notify,Wake County
11382,47,the,Wake County
11383,47,board,Wake County
11384,47,of,Wake County
11385,47,commissioners,Wake County
11386,47,at,Wake County
11387,47,a,Wake County
11388,47,public,Wake County
11389,47,meeting,Wake County
11390,47,of,Wake County
11391,47,the,Wake County
11392,47,board,Wake County
11393,47,of,Wake County
11394,47,commissioners,Wake County
11395,47,section,Wake County
11396,47,research,Wake County
11397,47,triangle,Wake County
11398,47,park,Wake County
11399,47,there,Wake County
11400,47,is,Wake County
11401,47,hereby,Wake County
11402,47,levied,Wake County
11403,47,a,Wake County
11404,47,tax,Wake County
11405,47,at,Wake County
11406,47,the,Wake County
11407,47,rate,Wake County
11408,47,shown,Wake County
11409,47,below,Wake County
11410,47,per,Wake County
11411,47,one,Wake County
11412,47,hundred,Wake County
11413,47,dollars,Wake County
11414,47,valuation,Wake County
11415,47,of,Wake County
11416,47,property,Wake County
11417,47,listed,Wake County
11418,47,for,Wake County
11419,47,taxes,Wake County
11420,47,as,Wake County
11421,47,of,Wake County
11422,47,january,Wake County
11423,47,located,Wake County
11424,47,within,Wake County
11425,47,the,Wake County
11426,47,wake,Wake County
11427,47,county,Wake County
11428,47,portion,Wake County
11429,47,of,Wake County
11430,47,the,Wake County
11431,47,durhamwake,Wake County
11432,47,counties,Wake County
11433,47,research,Wake County
11434,47,triangle,Wake County
11435,47,park,Wake County
11436,47,research,Wake County
11437,47,and,Wake County
11438,47,production,Wake County
11439,47,service,Wake County
11440,47,district,Wake County
11441,47,for,Wake County
11442,47,the,Wake County
11443,47,raising,Wake County
11444,47,of,Wake County
11445,47,revenue,Wake County
11446,47,for,Wake County
11447,47,said,Wake County
11448,47,district,Wake County
11449,47,the,Wake County
11450,47,estimated,Wake County
11451,47,total,Wake County
11452,47,of,Wake County
11453,47,valuation,Wake County
11454,47,of,Wake County
11455,47,property,Wake County
11456,47,for,Wake County
11457,47,the,Wake County
11458,47,special,Wake County
11459,47,district,Wake County
11460,47,for,Wake County
11461,47,the,Wake County
11462,47,purpose,Wake County
11463,47,of,Wake County
11464,47,taxation,Wake County
11465,47,is,Wake County
11466,47,as,Wake County
11467,47,follows,Wake County
11468,47,assessed,Wake County
11469,47,value,Wake County
11470,47,tax,Wake County
11471,47,rate,Wake County
11472,47,research,Wake County
11473,47,and,Wake County
11474,47,production,Wake County
11475,47,cents,Wake County
11476,47,service,Wake County
11477,47,district,Wake County
11478,47,fiscal,Wake County
11479,47,year,Wake County
11480,47,adopted,Wake County
11481,47,budget,Wake County
11482,47,ordinances,Wake County
11483,48,ordinances,Wake County
11484,48,there,Wake County
11485,48,is,Wake County
11486,48,hereby,Wake County
11487,48,appropriated,Wake County
11488,48,to,Wake County
11489,48,the,Wake County
11490,48,durhamwake,Wake County
11491,48,counties,Wake County
11492,48,research,Wake County
11493,48,triangle,Wake County
11494,48,park,Wake County
11495,48,research,Wake County
11496,48,and,Wake County
11497,48,production,Wake County
11498,48,service,Wake County
11499,48,district,Wake County
11500,48,from,Wake County
11501,48,the,Wake County
11502,48,net,Wake County
11503,48,proceeds,Wake County
11504,48,of,Wake County
11505,48,this,Wake County
11506,48,tax,Wake County
11507,48,the,Wake County
11508,48,amount,Wake County
11509,48,for,Wake County
11510,48,use,Wake County
11511,48,by,Wake County
11512,48,said,Wake County
11513,48,district,Wake County
11514,48,in,Wake County
11515,48,such,Wake County
11516,48,manner,Wake County
11517,48,and,Wake County
11518,48,for,Wake County
11519,48,such,Wake County
11520,48,expenditures,Wake County
11521,48,as,Wake County
11522,48,is,Wake County
11523,48,permitted,Wake County
11524,48,by,Wake County
11525,48,law,Wake County
11526,48,from,Wake County
11527,48,the,Wake County
11528,48,net,Wake County
11529,48,proceeds,Wake County
11530,48,of,Wake County
11531,48,this,Wake County
11532,48,tax,Wake County
11533,48,including,Wake County
11534,48,a,Wake County
11535,48,tax,Wake County
11536,48,collection,Wake County
11537,48,rate,Wake County
11538,48,of,Wake County
11539,48,twotenths,Wake County
11540,48,of,Wake County
11541,48,one,Wake County
11542,48,percent,Wake County
11543,48,to,Wake County
11544,48,be,Wake County
11545,48,paid,Wake County
11546,48,to,Wake County
11547,48,wake,Wake County
11548,48,county,Wake County
11549,48,for,Wake County
11550,48,collecting,Wake County
11551,48,the,Wake County
11552,48,tax,Wake County
11553,48,the,Wake County
11554,48,anticipated,Wake County
11555,48,revenue,Wake County
11556,48,from,Wake County
11557,48,this,Wake County
11558,48,tax,Wake County
11559,48,rate,Wake County
11560,48,is,Wake County
11561,48,the,Wake County
11562,48,actual,Wake County
11563,48,net,Wake County
11564,48,proceeds,Wake County
11565,48,from,Wake County
11566,48,the,Wake County
11567,48,tax,Wake County
11568,48,shall,Wake County
11569,48,constitute,Wake County
11570,48,the,Wake County
11571,48,appropriation,Wake County
11572,48,from,Wake County
11573,48,said,Wake County
11574,48,tax,Wake County
11575,48,levy,Wake County
11576,48,section,Wake County
11577,48,authority,Wake County
11578,48,to,Wake County
11579,48,transfer,Wake County
11580,48,appropriation,Wake County
11581,48,the,Wake County
11582,48,county,Wake County
11583,48,manager,Wake County
11584,48,or,Wake County
11585,48,his,Wake County
11586,48,designee,Wake County
11587,48,is,Wake County
11588,48,hereby,Wake County
11589,48,authorized,Wake County
11590,48,to,Wake County
11591,48,transfer,Wake County
11592,48,appropriations,Wake County
11593,48,within,Wake County
11594,48,a,Wake County
11595,48,fund,Wake County
11596,48,as,Wake County
11597,48,contained,Wake County
11598,48,herein,Wake County
11599,48,under,Wake County
11600,48,the,Wake County
11601,48,following,Wake County
11602,48,conditions,Wake County
11603,48,a,Wake County
11604,48,he,Wake County
11605,48,may,Wake County
11606,48,transfer,Wake County
11607,48,amounts,Wake County
11608,48,between,Wake County
11609,48,appropriations,Wake County
11610,48,within,Wake County
11611,48,the,Wake County
11612,48,same,Wake County
11613,48,fund,Wake County
11614,48,for,Wake County
11615,48,transfers,Wake County
11616,48,exceeding,Wake County
11617,48,he,Wake County
11618,48,shall,Wake County
11619,48,make,Wake County
11620,48,a,Wake County
11621,48,report,Wake County
11622,48,of,Wake County
11623,48,the,Wake County
11624,48,transfer,Wake County
11625,48,to,Wake County
11626,48,the,Wake County
11627,48,board,Wake County
11628,48,of,Wake County
11629,48,commissioners,Wake County
11630,48,at,Wake County
11631,48,the,Wake County
11632,48,next,Wake County
11633,48,regularly,Wake County
11634,48,scheduled,Wake County
11635,48,meeting,Wake County
11636,48,of,Wake County
11637,48,the,Wake County
11638,48,board,Wake County
11639,48,following,Wake County
11640,48,the,Wake County
11641,48,transfer,Wake County
11642,48,b,Wake County
11643,48,he,Wake County
11644,48,may,Wake County
11645,48,transfer,Wake County
11646,48,amounts,Wake County
11647,48,from,Wake County
11648,48,the,Wake County
11649,48,salary,Wake County
11650,48,and,Wake County
11651,48,benefits,Wake County
11652,48,reserve,Wake County
11653,48,to,Wake County
11654,48,individual,Wake County
11655,48,departmental,Wake County
11656,48,appropriations,Wake County
11657,48,following,Wake County
11658,48,adoption,Wake County
11659,48,of,Wake County
11660,48,the,Wake County
11661,48,budget,Wake County
11662,48,in,Wake County
11663,48,order,Wake County
11664,48,to,Wake County
11665,48,properly,Wake County
11666,48,fund,Wake County
11667,48,salary,Wake County
11668,48,and,Wake County
11669,48,benefit,Wake County
11670,48,amounts,Wake County
11671,48,within,Wake County
11672,48,departments,Wake County
11673,48,section,Wake County
11674,48,authority,Wake County
11675,48,to,Wake County
11676,48,execute,Wake County
11677,48,contracts,Wake County
11678,48,the,Wake County
11679,48,county,Wake County
11680,48,manager,Wake County
11681,48,or,Wake County
11682,48,his,Wake County
11683,48,designee,Wake County
11684,48,is,Wake County
11685,48,hereby,Wake County
11686,48,authorized,Wake County
11687,48,to,Wake County
11688,48,execute,Wake County
11689,48,contractual,Wake County
11690,48,documents,Wake County
11691,48,under,Wake County
11692,48,the,Wake County
11693,48,following,Wake County
11694,48,conditions,Wake County
11695,48,a,Wake County
11696,48,he,Wake County
11697,48,may,Wake County
11698,48,execute,Wake County
11699,48,contracts,Wake County
11700,48,for,Wake County
11701,48,construction,Wake County
11702,48,or,Wake County
11703,48,repair,Wake County
11704,48,projects,Wake County
11705,48,that,Wake County
11706,48,do,Wake County
11707,48,not,Wake County
11708,48,require,Wake County
11709,48,formal,Wake County
11710,48,competitive,Wake County
11711,48,bid,Wake County
11712,48,procedures,Wake County
11713,48,b,Wake County
11714,48,he,Wake County
11715,48,may,Wake County
11716,48,execute,Wake County
11717,48,contracts,Wake County
11718,48,for,Wake County
11719,48,purchases,Wake County
11720,48,of,Wake County
11721,48,apparatus,Wake County
11722,48,supplies,Wake County
11723,48,and,Wake County
11724,48,materials,Wake County
11725,48,or,Wake County
11726,48,equipment,Wake County
11727,48,which,Wake County
11728,48,are,Wake County
11729,48,within,Wake County
11730,48,budgeted,Wake County
11731,48,appropriations,Wake County
11732,48,leases,Wake County
11733,48,of,Wake County
11734,48,personal,Wake County
11735,48,property,Wake County
11736,48,for,Wake County
11737,48,a,Wake County
11738,48,duration,Wake County
11739,48,of,Wake County
11740,48,one,Wake County
11741,48,year,Wake County
11742,48,or,Wake County
11743,48,less,Wake County
11744,48,and,Wake County
11745,48,within,Wake County
11746,48,departmental,Wake County
11747,48,appropriations,Wake County
11748,48,lease,Wake County
11749,48,of,Wake County
11750,48,personal,Wake County
11751,48,property,Wake County
11752,48,for,Wake County
11753,48,more,Wake County
11754,48,than,Wake County
11755,48,months,Wake County
11756,48,if,Wake County
11757,48,the,Wake County
11758,48,annual,Wake County
11759,48,expense,Wake County
11760,48,is,Wake County
11761,48,less,Wake County
11762,48,than,Wake County
11763,48,and,Wake County
11764,48,service,Wake County
11765,48,contracts,Wake County
11766,48,within,Wake County
11767,48,appropriations,Wake County
11768,48,or,Wake County
11769,48,contracts,Wake County
11770,48,for,Wake County
11771,48,months,Wake County
11772,48,or,Wake County
11773,48,less,Wake County
11774,48,c,Wake County
11775,48,he,Wake County
11776,48,may,Wake County
11777,48,execute,Wake County
11778,48,grant,Wake County
11779,48,agreements,Wake County
11780,48,to,Wake County
11781,48,or,Wake County
11782,48,from,Wake County
11783,48,governmental,Wake County
11784,48,units,Wake County
11785,48,and,Wake County
11786,48,other,Wake County
11787,48,public,Wake County
11788,48,private,Wake County
11789,48,and,Wake County
11790,48,non,Wake County
11791,48,profit,Wake County
11792,48,organizations,Wake County
11793,48,that,Wake County
11794,48,are,Wake County
11795,48,within,Wake County
11796,48,budgeted,Wake County
11797,48,appropriations,Wake County
11798,48,unless,Wake County
11799,48,a,Wake County
11800,48,grantor,Wake County
11801,48,requires,Wake County
11802,48,approval,Wake County
11803,48,and,Wake County
11804,48,execution,Wake County
11805,48,by,Wake County
11806,48,the,Wake County
11807,48,board,Wake County
11808,48,of,Wake County
11809,48,commissioners,Wake County
11810,48,d,Wake County
11811,48,he,Wake County
11812,48,may,Wake County
11813,48,execute,Wake County
11814,48,contracts,Wake County
11815,48,as,Wake County
11816,48,the,Wake County
11817,48,lessor,Wake County
11818,48,or,Wake County
11819,48,lessee,Wake County
11820,48,of,Wake County
11821,48,buildings,Wake County
11822,48,land,Wake County
11823,48,equipment,Wake County
11824,48,vehicles,Wake County
11825,48,heavy,Wake County
11826,48,equipment,Wake County
11827,48,and,Wake County
11828,48,other,Wake County
11829,48,property,Wake County
11830,48,provided,Wake County
11831,48,that,Wake County
11832,48,such,Wake County
11833,48,leases,Wake County
11834,48,are,Wake County
11835,48,of,Wake County
11836,48,oneyear,Wake County
11837,48,duration,Wake County
11838,48,or,Wake County
11839,48,less,Wake County
11840,48,and,Wake County
11841,48,that,Wake County
11842,48,funds,Wake County
11843,48,therefore,Wake County
11844,48,are,Wake County
11845,48,within,Wake County
11846,48,budgeted,Wake County
11847,48,appropriations,Wake County
11848,48,e,Wake County
11849,48,he,Wake County
11850,48,may,Wake County
11851,48,within,Wake County
11852,48,budgeted,Wake County
11853,48,appropriations,Wake County
11854,48,approve,Wake County
11855,48,all,Wake County
11856,48,change,Wake County
11857,48,orders,Wake County
11858,48,and,Wake County
11859,48,amendments,Wake County
11860,48,to,Wake County
11861,48,contracts,Wake County
11862,48,previously,Wake County
11863,48,approved,Wake County
11864,48,by,Wake County
11865,48,the,Wake County
11866,48,board,Wake County
11867,48,of,Wake County
11868,48,commissioners,Wake County
11869,48,ordinances,Wake County
11870,48,fiscal,Wake County
11871,48,year,Wake County
11872,48,adopted,Wake County
11873,48,budget,Wake County
11874,49,ordinances,Wake County
11875,49,section,Wake County
11876,49,authority,Wake County
11877,49,to,Wake County
11878,49,settle,Wake County
11879,49,claims,Wake County
11880,49,the,Wake County
11881,49,county,Wake County
11882,49,manager,Wake County
11883,49,or,Wake County
11884,49,his,Wake County
11885,49,designee,Wake County
11886,49,may,Wake County
11887,49,authorize,Wake County
11888,49,payment,Wake County
11889,49,in,Wake County
11890,49,an,Wake County
11891,49,amount,Wake County
11892,49,not,Wake County
11893,49,to,Wake County
11894,49,exceed,Wake County
11895,49,in,Wake County
11896,49,settlement,Wake County
11897,49,of,Wake County
11898,49,any,Wake County
11899,49,liability,Wake County
11900,49,claims,Wake County
11901,49,against,Wake County
11902,49,the,Wake County
11903,49,county,Wake County
11904,49,or,Wake County
11905,49,against,Wake County
11906,49,any,Wake County
11907,49,of,Wake County
11908,49,its,Wake County
11909,49,officers,Wake County
11910,49,or,Wake County
11911,49,employees,Wake County
11912,49,as,Wake County
11913,49,provided,Wake County
11914,49,by,Wake County
11915,49,resolution,Wake County
11916,49,of,Wake County
11917,49,may,Wake County
11918,49,and,Wake County
11919,49,resolutions,Wake County
11920,49,of,Wake County
11921,49,october,Wake County
11922,49,the,Wake County
11923,49,county,Wake County
11924,49,manager,Wake County
11925,49,shall,Wake County
11926,49,make,Wake County
11927,49,quarterly,Wake County
11928,49,reports,Wake County
11929,49,to,Wake County
11930,49,the,Wake County
11931,49,board,Wake County
11932,49,of,Wake County
11933,49,commissioners,Wake County
11934,49,of,Wake County
11935,49,any,Wake County
11936,49,such,Wake County
11937,49,payments,Wake County
11938,49,section,Wake County
11939,49,encumbrances,Wake County
11940,49,at,Wake County
11941,49,year,Wake County
11942,49,end,Wake County
11943,49,operating,Wake County
11944,49,funds,Wake County
11945,49,encumbered,Wake County
11946,49,by,Wake County
11947,49,the,Wake County
11948,49,county,Wake County
11949,49,as,Wake County
11950,49,of,Wake County
11951,49,june,Wake County
11952,49,are,Wake County
11953,49,hereby,Wake County
11954,49,appropriated,Wake County
11955,49,to,Wake County
11956,49,this,Wake County
11957,49,budget,Wake County
11958,49,multiple,Wake County
11959,49,year,Wake County
11960,49,grants,Wake County
11961,49,unexpended,Wake County
11962,49,by,Wake County
11963,49,the,Wake County
11964,49,county,Wake County
11965,49,as,Wake County
11966,49,of,Wake County
11967,49,june,Wake County
11968,49,are,Wake County
11969,49,hereby,Wake County
11970,49,appropriated,Wake County
11971,49,to,Wake County
11972,49,this,Wake County
11973,49,budget,Wake County
11974,49,section,Wake County
11975,49,fee,Wake County
11976,49,changes,Wake County
11977,49,as,Wake County
11978,49,authorized,Wake County
11979,49,in,Wake County
11980,49,section,Wake County
11981,49,a,Wake County
11982,49,of,Wake County
11983,49,the,Wake County
11984,49,north,Wake County
11985,49,carolina,Wake County
11986,49,general,Wake County
11987,49,statutes,Wake County
11988,49,the,Wake County
11989,49,following,Wake County
11990,49,fees,Wake County
11991,49,are,Wake County
11992,49,hereby,Wake County
11993,49,established,Wake County
11994,49,or,Wake County
11995,49,amended,Wake County
11996,49,effective,Wake County
11997,49,on,Wake County
11998,49,july,Wake County
11999,49,fee,Wake County
12000,49,name,Wake County
12001,49,fee,Wake County
12002,49,description,Wake County
12003,49,current,Wake County
12004,49,fee,Wake County
12005,49,new,Wake County
12006,49,fee,Wake County
12007,49,community,Wake County
12008,49,services,Wake County
12009,49,day,Wake County
12010,49,library,Wake County
12011,49,late,Wake County
12012,49,fees,Wake County
12013,49,overdue,Wake County
12014,49,fines,Wake County
12015,49,for,Wake County
12016,49,materials,Wake County
12017,49,maxitem,Wake County
12018,49,or,Wake County
12019,49,account,Wake County
12020,49,printing,Wake County
12021,49,standard,Wake County
12022,49,county,Wake County
12023,49,gis,Wake County
12024,49,color,Wake County
12025,49,standard,Wake County
12026,49,color,Wake County
12027,49,map,Wake County
12028,49,sales,Wake County
12029,49,maps,Wake County
12030,49,customized,Wake County
12031,49,map,Wake County
12032,49,projects,Wake County
12033,49,produced,Wake County
12034,49,special,Wake County
12035,49,project,Wake County
12036,49,sales,Wake County
12037,49,through,Wake County
12038,49,interaction,Wake County
12039,49,between,Wake County
12040,49,gis,Wake County
12041,49,staff,Wake County
12042,49,hour,Wake County
12043,49,and,Wake County
12044,49,the,Wake County
12045,49,customer,Wake County
12046,49,environmental,Wake County
12047,49,services,Wake County
12048,49,cost,Wake County
12049,49,recovery,Wake County
12050,49,for,Wake County
12051,49,dog,Wake County
12052,49,adoptions,Wake County
12053,49,increase,Wake County
12054,49,adoption,Wake County
12055,49,fee,Wake County
12056,49,to,Wake County
12057,49,be,Wake County
12058,49,comparable,Wake County
12059,49,with,Wake County
12060,49,fees,Wake County
12061,49,dog,Wake County
12062,49,adoption,Wake County
12063,49,fees,Wake County
12064,49,of,Wake County
12065,49,other,Wake County
12066,49,area,Wake County
12067,49,shelters,Wake County
12068,49,fees,Wake County
12069,49,may,Wake County
12070,49,be,Wake County
12071,49,temporarily,Wake County
12072,49,waived,Wake County
12073,49,or,Wake County
12074,49,reduced,Wake County
12075,49,by,Wake County
12076,49,animal,Wake County
12077,49,center,Wake County
